Local Authority Asset Number,Street Name,Ward Name,Postcode,Description,Switch Regime,Wattage,Lamp Type,Column Type,Column Height,Heritage Status,Install Date,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Organisation URI,Last Uploaded
249995,PAKENHAM STREET,Kings Cross,WC1X 0HG,OPP WREN ST,35/18,42,Generic LED Lighting,Lighting Column,800,No,24/11/2023,530909,182447,-0.114331,51.525774,POINT (-0.114331 51.525774),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
245297,BELMONT STREET,Haverstock,NW1 8HJ,O/S NO 29,35/18,21,Generic LED Lighting,Lighting Column,600,No,31/12/2021,528287,184434,-0.151382,51.544232,POINT (-0.151382 51.544232),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
248749,MIDLAND ROAD,St Pancras and Somers Town,NW1 1AT,3RD SOUTH FROM BRILL PLACE,35/18,152,Generic LED Lighting,Lighting Column,1000,No,29/11/2023,529970,183107,-0.127615,51.531922,POINT (-0.127615 51.531922),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
245129,SWAIN'S LANE,Highgate,N6 6QL,BETW 43 AND 45,35/18,56,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528488,186446,-0.14775,51.562268,POINT (-0.14775 51.562268),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
250795,STUKELEY STREET,Holborn and Covent Garden,WC2B 5LL,O/S NO 29,35/18,42,Generic LED Lighting,Lighting Column,500,No,24/11/2023,530383,181407,-0.122293,51.516549,POINT (-0.122293 51.516549),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
258245,PANCRAS ROAD,St Pancras and Somers Town,N1C 4AL,PANCRAS ROAD TUNNEL,35/18,,,Wall Light,,,,529907,183287,-0.128456,51.533554,POINT (-0.128456 51.533554),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
243723,ADELAIDE ROAD,Primrose Hill,NW3 3SA,3RD FROM J/W ELSWORTHY RISE (EAST),35/18,93,Generic LED Lighting,Lighting Column,800,No,,527439,184321,-0.163645,51.543408,POINT (-0.163645 51.543408),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
245741,PRINCE OF WALES ROAD,Haverstock,NW5 3PU,O/S NO 149B,35/18,152,Generic LED Lighting,Lighting Column,1000,No,31/12/2021,528179,184605,-0.152876,51.545793,POINT (-0.152876 51.545793),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
1198,ROCHESTER SQUARE,Camden Square,NW1 9HJ,1 ST FROM CAMDEN ROAD,35/18,60,Generic LED Lighting,Lighting Column,800,No,31/08/2021,529380,184423,-0.135633,51.543884,POINT (-0.135633 51.543884),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
873,BELSIZE LANE,Belsize,NW3 5BY,OPP NO 97A,35/18,44,Generic LED Lighting,Lighting Column,600,Yes,11/12/1970,526628,184632,-0.175222,51.546386,POINT (-0.175222 51.546386),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
241970,WEST HAMPSTEAD MEWS,South Hampstead,NW6 3BB,S/O NO. 7,35/18,61,Generic LED Lighting,Lighting Column,500,No,,525619,184535,-0.1898,51.545739,POINT (-0.1898 51.545739),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
249025,BEDFORD WAY,Bloomsbury,WC1H 0JR,BY ROYAL NNATIONAL HOTEL,35/18,60,Generic LED Lighting,Lighting Column,800,No,24/11/2023,529984,182147,-0.127767,51.523291,POINT (-0.127767 51.523291),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
249031,BEDFORD WAY,Bloomsbury,WC1H 0NS,BY UNIVERSITY BUILDING,35/18,86,Generic LED Lighting,Lighting Column,800,No,24/11/2023,529913,182224,-0.128762,51.523999,POINT (-0.128762 51.523999),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
245595,HOLMES ROAD,Kentish Town South,NW5 3AN,O/S NO 41-43,35/18,56,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528826,185049,-0.143388,51.549636,POINT (-0.143388 51.549636),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
242011,WEST END LANE,Kilburn,NW6 4SY,O/S 113,35/18,60,Generic LED Lighting,Lighting Column,800,No,31/12/2021,525401,184215,-0.193056,51.542912,POINT (-0.193056 51.542912),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
242131,BRIARDALE GARDENS,Frognal,NW3 7PN,O/S 15,35/18,56,Generic LED Lighting,Lighting Column,500,No,31/12/2021,525185,186137,-0.195486,51.560233,POINT (-0.195486 51.560233),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
246895,GLOUCESTER AVENUE,Primrose Hill,NW1 8JD,O/S NO 76/78,35/18,104,LED Street Lights,Lighting Column,700,Yes,10/02/2000,528201,184080,-0.15275,51.54107,POINT (-0.15275 51.54107),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
1458,CHALCOT ROAD,Primrose Hill,NW1 8LH,OPPP N 51,35/18,51,Generic LED Lighting,Lighting Column,800,Yes,31/10/2021,528167,183957,-0.153285,51.539972,POINT (-0.153285 51.539972),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
262079,THEOBALD'S ROAD,Holborn and Covent Garden,WC1R 5BH,ON C/I OPP NO 22 AT J/W JOHN ST,Continuous,3,LED Belisha Beacons (undimmed),Ministry Post,700,No,,530907,181935,-0.11455,51.521173,POINT (-0.11455 51.521173),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
262674,HATTON GARDEN,Holborn and Covent Garden,EC1N 8AW,OPPOSITE 40,35/18,51,Generic LED Lighting,Lighting Column,1000,No,05/04/2023,531327,181851,-0.108531,51.520321,POINT (-0.108531 51.520321),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
245097,SWAIN'S LANE,Highgate,N6 6PL,BY CEMETERY,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,,528563,186982,-0.146473,51.567068,POINT (-0.146473 51.567068),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
262322,HEATH BROW,Hampstead Town,NW3 7ES,,35/18,39,Generic LED Lighting,Lighting Column,400,No,31/12/2021,526227,186471,-0.180342,51.563002,POINT (-0.180342 51.563002),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
241545,GOLDHURST TERRACE,South Hampstead,NW6 3HN,O/S 176,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,,525852,184044,-0.186617,51.541275,POINT (-0.186617 51.541275),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
248657,EVERSHOLT STREET,Regents Park,NW1 1NH,FRONT NO 235,35/18,152,Generic LED Lighting,Lighting Column,1000,No,24/11/2023,529285,183249,-0.137433,51.533355,POINT (-0.137433 51.533355),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
241050,SUMATRA ROAD,West Hampstead,NW6 1PT,S/O NO. 99,35/18,56,Generic LED Lighting,Lighting Column,600,No,31/12/2021,525113,184930,-0.196953,51.549401,POINT (-0.196953 51.549401),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
244498,COURTHOPE ROAD,Gospel Oak,NW3 2LD,OUTSIDE 50,35/18,21,Generic LED Lighting,Lighting Column,600,No,31/12/2021,527911,185666,-0.156353,51.555389,POINT (-0.156353 51.555389),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
242180,DALEHAM GARDENS,Belsize,NW3 5BY,O/S NO 23,35/18,42,Generic LED Lighting,Lighting Column,600,No,31/12/2021,526693,184899,-0.174189,51.548771,POINT (-0.174189 51.548771),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
244708,HIGHGATE WEST HILL,Highgate,N6 6DB,OPP N 59,35/18,48,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528282,187393,-0.150375,51.570825,POINT (-0.150375 51.570825),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
240809,LOVERIDGE ROAD,West Hampstead,NW6 2DU,S/O NO. 49,35/18,56,Generic LED Lighting,Lighting Column,800,No,31/12/2021,524865,184658,-0.200624,51.547012,POINT (-0.200624 51.547012),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
241759,KINGSGATE ROAD,Kilburn,NW6 2JG,O/S 120,35/18,42,Generic LED Lighting,Lighting Column,600,No,31/12/2021,525156,184380,-0.196528,51.544449,POINT (-0.196528 51.544449),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
243819,BELSIZE PARK GARDENS,Belsize,NW3 4LY,O/S NO 40,35/18,42,Generic LED Lighting,Lighting Column,800,No,31/12/2021,527221,184768,-0.166625,51.547475,POINT (-0.166625 51.547475),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
255414,HAMPSTEAD GROVE,Hampstead Town,NW3 6SP,S/O HEATH MANSIONS,35/18,142,High Pressure Mercury,Wall Light,,,,526316,185968,-0.179239,51.558462,POINT (-0.179239 51.558462),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
243137,HAMPSTEAD HILL GARDENS,Hampstead Town,NW3 2PJ,OUTSIDE 27,35/18,66,Generic LED Lighting,Lighting Column,500,No,10/02/1975,527069,185508,-0.168549,51.554159,POINT (-0.168549 51.554159),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
245134,SWAIN'S LANE,Highgate,N6 6QH,OPP J/W CHESTER ROAD,35/18,56,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528554,186574,-0.146752,51.563403,POINT (-0.146752 51.563403),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
241732,KINGSGATE PLACE,Kilburn,NW6 4TA,BY NO. 3 THE COTTAGES,35/18,42,Generic LED Lighting,Lighting Column,600,No,31/12/2021,525229,183963,-0.195625,51.540685,POINT (-0.195625 51.540685),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
20565,HIGH HOLBORN,Holborn and Covent Garden,WC1V 6JF,OPP PENDEREL'S OAK,35/18,152,Generic LED Lighting,Lighting Column,800,No,31/12/2021,530851,181599,-0.115481,51.518166,POINT (-0.115481 51.518166),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
242148,CHURCH ROW,Frognal,NW3 6UP,O/S CHURCH,35/18,109,High Pressure Sodium,Lighting Column,400,Yes,10/02/2000,526241,185634,-0.180441,51.555477,POINT (-0.180441 51.555477),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
250303,BLOOMSBURY WAY,Bloomsbury,WC1A 1LY,S/O NO. 39,35/18,110,Generic LED Lighting,Lighting Column,800,No,30/10/2023,530209,181503,-0.124764,51.517452,POINT (-0.124764 51.517452),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
248506,CHALTON STREET,St Pancras and Somers Town,NW1 1NP,2 ND FROM GOLDINGTON CRESCENT,35/18,86,Generic LED Lighting,Lighting Column,600,No,01/11/2023,529561,183424,-0.133392,51.534864,POINT (-0.133392 51.534864),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
244522,CROFTDOWN ROAD,Highgate,NW5 1HA,BY NO.86,35/18,86,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528763,186363,-0.143816,51.561459,POINT (-0.143816 51.561459),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
258239,PANCRAS ROAD,Kings Cross,N1C 4AL,PANCRAS ROAD TUNNEL,35/18,,,Wall Light,,,,529926,183287,-0.128183,51.533549,POINT (-0.128183 51.533549),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
240960,PARSIFAL ROAD,Fortune Green,NW6 1UG,O/S 19,35/18,31,Generic LED Lighting,Lighting Column,500,No,31/12/2021,525279,185405,-0.194391,51.553633,POINT (-0.194391 51.553633),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
249228,GRESSE STREET,,,S/O STEPHEN BUILDING,35/18,29,Generic LED Lighting,Lighting Column,500,No,16/02/2024,529606,181502,-0.13345,51.517581,POINT (-0.13345 51.517581),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
245873,STUCLEY PLACE,Camden Town,NW1 8NS,J/W HAWLEY CRESCENT,35/18,56,Generic LED Lighting,Lighting Column,600,No,31/12/2021,528839,184068,-0.14356,51.540817,POINT (-0.14356 51.540817),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
242711,SHEPHERDS PATH,Hampstead Town,NW3 5LS,1 ST FROM FITZJOHNS AVENUE,35/18,29,Generic LED Lighting,Lighting Column,500,No,31/12/2021,526591,185259,-0.17553,51.552029,POINT (-0.17553 51.552029),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
242621,PLATT'S LANE,Frognal,NW3 7QG,OPP 83,35/18,56,Generic LED Lighting,Lighting Column,800,No,31/12/2021,525352,186230,-0.193045,51.561032,POINT (-0.193045 51.561032),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
250198,BEDFORD AVENUE,Bloomsbury,WC1B 3DP,1ST BLOOMSBURY ST NORTH,35/18,29,Generic LED Lighting,Lighting Column,500,No,10/02/1975,529942,181617,-0.128568,51.518538,POINT (-0.128568 51.518538),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
242260,FITZJOHN'S AVENUE,Hampstead Town,NW3 6NU,OPP NO 91,35/18,102,Generic LED Lighting,Lighting Column,800,No,31/12/2021,526406,185589,-0.178078,51.555036,POINT (-0.178078 51.555036),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
250748,SOUTHAMPTON ROW,Holborn and Covent Garden,WC1B 4AE,O/S 10,35/18,116,Generic LED Lighting,Lighting Column,800,No,,530502,181589,-0.120512,51.518157,POINT (-0.120512 51.518157),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
248613,DRUMMOND STREET,Regents Park,NW1 2HJ,O/S  93,35/18,35,Generic LED Lighting,Lighting Column,800,No,24/11/2023,529435,182607,-0.135507,51.527551,POINT (-0.135507 51.527551),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
244748,HIGHGATE WEST HILL,Highgate,N6 6AP,OUTSIDE CHURCH,35/18,48,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528216,186465,-0.151665,51.5625,POINT (-0.151665 51.5625),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
245314,CASTLE PLACE,Camden Town,NW1 8PB,1ST FROM KENTISH TOWN RD,35/18,21,Generic LED Lighting,Lighting Column,500,No,31/12/2021,528954,184521,-0.141737,51.544862,POINT (-0.141737 51.544862),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
250328,BURY PLACE,Bloomsbury,WC1A 2JS,BY RUSSELL CHAMBERS,35/18,56,Generic LED Lighting,Lighting Column,500,No,24/11/2023,530264,181578,-0.123944,51.518113,POINT (-0.123944 51.518113),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
247613,AGAR GROVE,Camden Square,NW1 9UE,OUTSIDE POST OFFICE,35/18,86,Generic LED Lighting,Lighting Column,800,No,31/12/2021,529982,184384,-0.126971,51.543395,POINT (-0.126971 51.543395),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
993,MANDELA STREET,St Pancras and Somers Town,NW1 0DU,,35/18,39,Generic LED Lighting,Wall Light,,,31/08/2021,529324,183761,-0.136683,51.537947,POINT (-0.136683 51.537947),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
242956,DENNING ROAD,Hampstead Town,NW3 1ST,OUTSIDE 49,35/18,39,Generic LED Lighting,Lighting Column,500,Yes,31/12/2021,526903,185800,-0.170837,51.556821,POINT (-0.170837 51.556821),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
245013,ST ALBAN'S ROAD,Highgate,NW5 1RH,FRONT N 52,35/18,56,Generic LED Lighting,Lighting Column,800,No,,528609,186455,-0.146002,51.562321,POINT (-0.146002 51.562321),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
246331,KENTISH TOWN ROAD,Kentish Town South,NW5 2JT,O/S 263,35/18,106,Generic LED Lighting,Lighting Column,800,Yes,,528978,184925,-0.141243,51.548487,POINT (-0.141243 51.548487),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
253284,FITZROY STREET,Bloomsbury,W1T 4BP,"O/S NO 21, J/W MAPLE ST",Continuous,3,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,10/10/2012,529241,181989,-0.138529,51.522042,POINT (-0.138529 51.522042),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
1520,ST MARTIN'S CLOSE,St Pancras and Somers Town,NW1 0HR,FRONT OF N 12,35/18,39,Generic LED Lighting,Lighting Column,500,Yes,30/11/2021,529180,183817,-0.138738,51.538483,POINT (-0.138738 51.538483),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
240568,CREDITON HILL,West Hampstead,NW6 1HS,O/S 33,35/18,39,Generic LED Lighting,Lighting Column,600,,,525641,185167,-0.189257,51.551414,POINT (-0.189257 51.551414),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
20970,VALE OF HEALTH,Hampstead Town,NW3 1AZ,O/S THE OLD COTTAGE,35/18,39,Generic LED Lighting,Lighting Column,300,Yes,28/02/2022,526473,186466,-0.176797,51.562902,POINT (-0.176797 51.562902),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
243482,UPPER PARK ROAD,Gospel Oak,NW3 2UT,O/S NO 34,35/18,29,Generic LED Lighting,Lighting Column,800,No,31/12/2021,527669,185091,-0.160051,51.550276,POINT (-0.160051 51.550276),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
259626,SHELTON STREET,Holborn and Covent Garden,WC2H 9LH,FRONT OF N 31,35/18,114,High Pressure Mercury (Ceramic Discharge Metal Halide),Wall Light,,,,530174,181090,-0.125421,51.513748,POINT (-0.125421 51.513748),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
249308,STEPHEN MEWS,Bloomsbury,W1T 1QR,UNDER BUILDING,35/18,42,Generic LED Lighting,Lighting Column,500,No,,529661,181552,-0.132639,51.518018,POINT (-0.132639 51.518018),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
1353,BELSIZE ROAD,South Hampstead,NW6 4BE,J/W LOUDOUN ROAD,35/18,56,Generic LED Lighting,Lighting Column,800,No,31/12/2021,526339,184097,-0.179579,51.541642,POINT (-0.179579 51.541642),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
250359,DRURY LANE,,,OPP. NO. 167,35/18,60,Generic LED Lighting,Lighting Column,800,No,24/11/2023,530356,181235,-0.122746,51.515009,POINT (-0.122746 51.515009),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
251630,PRINCETON STREET,Holborn and Covent Garden,WC1R 4HE,S/O NO 32 BEDFORD ROW,35/18,42,Generic LED Lighting,Lighting Column,600,No,24/11/2023,530786,181793,-0.116345,51.519925,POINT (-0.116345 51.519925),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
251491,KIRBY STREET,Holborn and Covent Garden,EC1N 8TS,1ST FROM J/W ST CROSS ST,35/18,29,Generic LED Lighting,Lighting Column,500,No,24/11/2023,531402,181890,-0.107436,51.520654,POINT (-0.107436 51.520654),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
243797,BELSIZE PARK,Belsize,NW3 4EH,O/S NO 68,35/18,42,Generic LED Lighting,Lighting Column,800,No,31/12/2021,526761,184637,-0.173303,51.546401,POINT (-0.173303 51.546401),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
241979,WOODCHURCH ROAD,South Hampstead,NW6 3PL,O/S 3,35/18,29,Generic LED Lighting,Lighting Column,600,No,24/11/2023,525603,184239,-0.190136,51.543082,POINT (-0.190136 51.543082),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
258636,PERCY MEWS,Bloomsbury,,LIMIT N 6/7,35/18,50,Generic LED Lighting,Wall Light,,,,529598,181547,-0.133549,51.517988,POINT (-0.133549 51.517988),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
245746,PRINCE OF WALES ROAD,Haverstock,NW5 3NE,J/W TALACRE RD,35/18,152,Generic LED Lighting,Lighting Column,1000,No,31/12/2021,528457,184641,-0.148856,51.546054,POINT (-0.148856 51.546054),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
250653,RUSSELL SQUARE,Bloomsbury,WC1B 5EH,OPP.BEDFORD PLACE,35/18,104,LED Street Lights,Lighting Column,1000,No,10/02/2000,530159,181906,-0.125335,51.521085,POINT (-0.125335 51.521085),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
250030,ST CHAD'S STREET,Kings Cross,WC1H 8AG,NEAR JUNCTION WITH ARGYLE ST,35/18,51,Generic LED Lighting,Lighting Column,800,No,,530265,182804,-0.123477,51.529131,POINT (-0.123477 51.529131),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
20979,PERCEVAL AVENUE,Belsize,NW3 4PY,O/S NO 7,35/18,42,Generic LED Lighting,Lighting Column,600,No,28/02/2022,527081,185244,-0.168471,51.551784,POINT (-0.168471 51.551784),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
246608,TORRIANO AVENUE,Kentish Town South,NW5 2SL,NEAR SCHOOL MAIN ENTRANCE,35/18,102,Generic LED Lighting,Lighting Column,800,No,31/12/2021,529630,184991,-0.131821,51.548931,POINT (-0.131821 51.548931),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
247691,BAYHAM PLACE,St Pancras and Somers Town,NW1 0ET,O/S RICHARD COBDEN PRIMARY SCH,35/18,56,Generic LED Lighting,Lighting Column,600,No,24/11/2023,529310,183463,-0.136994,51.535272,POINT (-0.136994 51.535272),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
244761,HILLWAY,Highgate,N6 6QB,O/S 14,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,,528394,186511,-0.149082,51.562873,POINT (-0.149082 51.562873),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
245544,HARTLAND ROAD,Camden Town,NW1 8TL,NEXT TO BRIDGE,35/18,60,Generic LED Lighting,Lighting Column,600,No,31/12/2021,528684,184380,-0.14568,51.543656,POINT (-0.14568 51.543656),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
243213,KEATS GROVE,Hampstead Town,NW3 2RP,O/S WENTWORTH MANSION,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,31/12/2021,527177,185701,-0.166922,51.555869,POINT (-0.166922 51.555869),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
246507,OSPRINGE ROAD,Kentish Town North,NW5 2JE,O/S 10,35/18,27,Generic LED Lighting,Lighting Column,500,No,08/11/2023,529332,185535,-0.135916,51.553888,POINT (-0.135916 51.553888),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
245101,SWAIN'S LANE,Highgate,N6 6QX,O/S 3,35/18,86,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528304,186378,-0.150428,51.561698,POINT (-0.150428 51.561698),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
244136,KING HENRY'S ROAD,Primrose Hill,NW3 3RB,O/S NO 115,35/18,29,Generic LED Lighting,Lighting Column,800,No,31/12/2021,527251,184158,-0.166413,51.541986,POINT (-0.166413 51.541986),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
250764,SOUTHAMPTON ROW,Holborn and Covent Garden,WC1B 5AN,O/S 150,35/18,116,Generic LED Lighting,Lighting Column,1000,No,,530274,181925,-0.123672,51.521229,POINT (-0.123672 51.521229),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
246597,ROCHESTER TERRACE,Kentish Town South,NW1 9JN,O/S NO 2,35/18,36,Generic LED Lighting,Lighting Column,500,No,31/12/2021,529189,184479,-0.138365,51.544431,POINT (-0.138365 51.544431),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
244519,CROFTDOWN ROAD,Highgate,NW5 1HF,"BY NO,7",35/18,60,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528693,186296,-0.144849,51.560873,POINT (-0.144849 51.560873),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
251644,PROCTER STREET,Holborn and Covent Garden,WC1R 4AB,OUTSIDE 3,35/18,116,Generic LED Lighting,Lighting Column,800,Yes,,530584,181595,-0.119328,51.518192,POINT (-0.119328 51.518192),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
