Local Authority Asset Number,Street Name,Ward Name,Postcode,Description,Switch Regime,Wattage,Lamp Type,Column Type,Column Height,Heritage Status,Install Date,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Organisation URI,Last Uploaded
250420,GREAT RUSSELL STREET,Bloomsbury,WC1B 3LB,BY 94-97,35/18,48,Generic LED Lighting,Lighting Column,600,No,24/11/2023,529992,181534,-0.127878,51.51778,POINT (-0.127878 51.51778),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
249130,FITZROY STREET,Bloomsbury,W1T 6AG,O/S NO 47,35/18,60,Generic LED Lighting,Lighting Column,800,No,24/11/2023,529093,182208,-0.140581,51.524043,POINT (-0.140581 51.524043),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
245931,WILKIN STREET,Haverstock,NW5 4LP,O/S PRIESTLEY HOUSE,35/18,29,Generic LED Lighting,Lighting Column,500,No,31/12/2021,528546,184854,-0.147496,51.547948,POINT (-0.147496 51.547948),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
245564,HAWLEY ROAD,Camden Town,NW1 8RG,NEAR BRIDGE,35/18,86,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528699,184313,-0.145488,51.543051,POINT (-0.145488 51.543051),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
246387,LADY MARGARET ROAD,Kentish Town North,NW5 2NL,O/S 1-16 LAMBOURNE CLOSE,35/18,27,Generic LED Lighting,Lighting Column,500,No,31/12/2021,529228,185542,-0.137413,51.553975,POINT (-0.137413 51.553975),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
251404,GREAT ORMOND STREET,Holborn and Covent Garden,WC1N 3NB,O/S PUB,35/18,72,Generic LED Lighting,Lighting Column,800,No,,530600,182048,-0.11893,51.522259,POINT (-0.11893 51.522259),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
240832,LYMINGTON ROAD,West Hampstead,NW6 1JD,S/O NO. 1,35/18,65,Generic LED Lighting,Lighting Column,800,No,,525932,185068,-0.185098,51.550459,POINT (-0.185098 51.550459),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
249972,MOUNT PLEASANT,Holborn and Covent Garden,WC1X 0BD,O/S 37 TO 48,35/18,42,Generic LED Lighting,Lighting Column,500,No,24/11/2023,531010,182122,-0.112996,51.52283,POINT (-0.112996 51.52283),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
248575,CROWNDALE ROAD,St Pancras and Somers Town,NW1 0RU,"ON C/I, J/W ROYAL COLLEGE STREET",35/18,83,Generic LED Lighting,Lighting Column,800,No,24/11/2023,529570,183496,-0.133236,51.535509,POINT (-0.133236 51.535509),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
250358,DRURY LANE,Holborn and Covent Garden,WC2B 5QG,FRONT OF N 158,35/18,60,Generic LED Lighting,Lighting Column,800,No,24/11/2023,530382,181221,-0.122376,51.514878,POINT (-0.122376 51.514878),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
243962,ETON COLLEGE ROAD,Haverstock,NW3 2BN,O/S ETON RISE R.H.S,35/18,38,Generic LED Lighting,Lighting Column,600,Yes,10/02/1975,527925,184530,-0.156564,51.545177,POINT (-0.156564 51.545177),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
243211,KEATS GROVE,Hampstead Town,NW3 2RT,O/S NO 3,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,31/12/2021,526997,185676,-0.169526,51.555685,POINT (-0.169526 51.555685),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
243939,ETON AVENUE,Belsize,NW3 3EH,O/S NO 12,35/18,56,Generic LED Lighting,Lighting Column,800,No,31/12/2021,527368,184535,-0.164591,51.545347,POINT (-0.164591 51.545347),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
259862,BROWNLOW MEWS,Holborn and Covent Garden,WC1N 2LA,O/S 24,35/18,50,Generic LED Lighting,Wall Light,,,,530826,182189,-0.115622,51.523474,POINT (-0.115622 51.523474),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
244139,KING HENRY'S ROAD,Primrose Hill,NW3 3SN,O/S NO 114,35/18,29,Generic LED Lighting,Lighting Column,800,No,31/12/2021,527147,184150,-0.167915,51.541937,POINT (-0.167915 51.541937),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
258160,CAMLEY STREET,Camden Square,N1C 4PG,UNDER BRIDGE,35/18,21,Generic LED Lighting,Wall Light,,,,529648,184135,-0.131876,51.541234,POINT (-0.131876 51.541234),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
252973,WEST END LANE,West Hampstead,NW6 1AU,OPP NO 208,Continuous,15,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,,525490,185032,-0.191482,51.550234,POINT (-0.191482 51.550234),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
262055,FITZJOHN'S AVENUE,Belsize,NW3 5JY,ON C/I OPP NO 20,Continuous,3,LED Belisha Beacons (undimmed),Ministry Post,500,No,10/02/1999,526581,184799,-0.175839,51.547897,POINT (-0.175839 51.547897),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
683,QUEEN'S CRESCENT,Haverstock,NW5 4EU,BY 97,35/18,42,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528094,184880,-0.154001,51.548284,POINT (-0.154001 51.548284),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
244840,LAURIER ROAD,Highgate,NW5 1SG,OUTSIDE 10,35/18,56,Generic LED Lighting,Lighting Column,600,No,31/12/2021,528651,186112,-0.145522,51.559229,POINT (-0.145522 51.559229),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
245514,GRAFTON YARD,Kentish Town South,NW5 3LA,2ND COLUMN IN FROM POW ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,31/12/2021,528911,184763,-0.142268,51.547047,POINT (-0.142268 51.547047),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
241947,BILLY FURY WAY,West Hampstead,NW6 1RZ,FOOTPATH FROM WEST END LN TO FINCHLEY RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,525649,184780,-0.18928,51.547934,POINT (-0.18928 51.547934),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
251402,GREAT ORMOND STREET,Holborn and Covent Garden,WC1N 3RA,O/S 13,35/18,72,Generic LED Lighting,Lighting Column,500,No,,530646,182071,-0.118259,51.522456,POINT (-0.118259 51.522456),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
240572,DENNINGTON PARK ROAD,West Hampstead,NW6 1XN,OPP. NO. 8,35/18,56,Generic LED Lighting,Lighting Column,600,No,31/12/2021,525466,185009,-0.191836,51.550033,POINT (-0.191836 51.550033),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
249571,ARGYLE WALK,Kings Cross,WC1H 8HS,J/W LOXHAM ST,35/18,21,Generic LED Lighting,Lighting Column,600,No,24/11/2023,530390,182711,-0.12171,51.528266,POINT (-0.12171 51.528266),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
249759,FLAXMAN TERRACE,Bloomsbury,WC1H 9PY,OPP.1-18 FLAXMAN COURT,35/18,42,Generic LED Lighting,Lighting Column,800,No,24/11/2023,529942,182637,-0.128192,51.527704,POINT (-0.128192 51.527704),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
245015,ST ALBAN'S ROAD,Highgate,NW5 1RJ,OPP N 70,35/18,56,Generic LED Lighting,Lighting Column,800,No,,528665,186469,-0.14519,51.562434,POINT (-0.14519 51.562434),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
243310,NORTH END WAY,Hampstead Town,NW3 7ES,FRONT PUB,35/18,157,Cosmopolis,Lighting Column,1000,No,10/01/2000,526255,186447,-0.179947,51.56278,POINT (-0.179947 51.56278),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
250434,GREAT RUSSELL STREET,Bloomsbury,WC1B 3BN,BY 69,35/18,39,Generic LED Lighting,Lighting Column,600,Yes,24/11/2023,530233,181667,-0.124358,51.51892,POINT (-0.124358 51.51892),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
243191,HEATH STREET,Hampstead Town,NW3 1DU,J/W EAST HEATH ROAD,35/18,61,Generic LED Lighting,Lighting Column,800,No,21/10/2000,526321,186235,-0.179072,51.56086,POINT (-0.179072 51.56086),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
246592,ROCHESTER ROAD,Kentish Town South,NW1 9JJ,FRONT OF N 42,35/18,104,LED Street Lights,Lighting Column,800,Yes,,529030,184585,-0.140618,51.54542,POINT (-0.140618 51.54542),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
244199,OPPIDANS ROAD,Primrose Hill,NW3 3AG,FRONT OF N 37,35/18,42,Generic LED Lighting,Lighting Column,600,No,31/12/2021,527652,184122,-0.160647,51.541572,POINT (-0.160647 51.541572),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
240560,CREDITON HILL,West Hampstead,NW6 1HT,O/S 1,35/18,39,Generic LED Lighting,Lighting Column,600,,,525660,184944,-0.189063,51.549406,POINT (-0.189063 51.549406),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
241037,SUMATRA ROAD,West Hampstead,NW6 1XJ,S/O NO. 229,35/18,56,Generic LED Lighting,Lighting Column,600,No,31/12/2021,525491,184892,-0.191518,51.548976,POINT (-0.191518 51.548976),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
243342,PILGRIM'S LANE,Hampstead Town,NW3 1SS,OUTSIDE 43,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,31/12/2021,526940,185818,-0.170297,51.556974,POINT (-0.170297 51.556974),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
245501,GRAFTON ROAD,Gospel Oak,NW5 4AN,OPP KLBS,35/18,93,Generic LED Lighting,Lighting Column,800,No,,528263,185447,-0.151359,51.553341,POINT (-0.151359 51.553341),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
246593,ROCHESTER ROAD,Kentish Town South,NW1 9JL,FRONT OF N 51,35/18,104,LED Street Lights,Lighting Column,800,Yes,,529021,184576,-0.140751,51.545341,POINT (-0.140751 51.545341),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
244223,PRIMROSE HILL ROAD,Primrose Hill,NW3 3EL,OPP NO 46/48,35/18,83,Generic LED Lighting,Lighting Column,1000,No,31/12/2021,527489,184523,-0.162851,51.545212,POINT (-0.162851 51.545212),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
244439,CHESTER ROAD,Highgate,N19 5DH,BY SCHOOL,35/18,42,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528679,186611,-0.144936,51.563707,POINT (-0.144936 51.563707),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
246707,ALBANY STREET,Regents Park,NW1 3SX,NEAR  BUS STOP,35/18,145,Generic LED Lighting,Lighting Column,1000,No,24/11/2023,528750,183051,-0.145214,51.531698,POINT (-0.145214 51.531698),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
253300,TORRINGTON PLACE,Bloomsbury,WC1E 7HX,"OPP NO 35, AT J/W BYNG PLACE",Continuous,3,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,10/02/1999,529722,182087,-0.131564,51.522812,POINT (-0.131564 51.522812),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
250622,PARKER STREET,Holborn and Covent Garden,WC2B 5NT,FRONT/ OF N 25,35/18,29,Generic LED Lighting,Lighting Column,500,No,06/11/2023,530429,181327,-0.12166,51.515819,POINT (-0.12166 51.515819),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
250804,TOWER STREET,Holborn and Covent Garden,WC2H 9DL,"O/S CHINA TRAVEL SERVICE, J/W MONMOUTH ST",35/18,41,LED Street Lights,Lighting Column,500,Yes,,530042,180995,-0.127357,51.512925,POINT (-0.127357 51.512925),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
247162,PRINCE ALBERT ROAD,Primrose Hill,NW1 7SN,NEAR 5,35/18,104,LED Street Lights,Lighting Column,800,No,21/10/2000,528495,183634,-0.148676,51.536995,POINT (-0.148676 51.536995),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
240869,MEDLEY ROAD,West Hampstead,NW6 2HJ,S/O NO. 8,35/18,21,Generic LED Lighting,Lighting Column,500,No,31/12/2021,525276,184668,-0.194696,51.547011,POINT (-0.194696 51.547011),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
241064,BLACK PATH,Fortune Green,NW6 1QQ,S/O 89 BROOMSLEIGH STREET,35/18,21,Generic LED Lighting,Lighting Column,500,No,31/12/2021,525055,184921,-0.197792,51.549333,POINT (-0.197792 51.549333),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
241203,ACOL ROAD,South Hampstead,NW6 3NH,OPP 2,35/18,21,Generic LED Lighting,Lighting Column,500,No,31/12/2021,525652,184132,-0.189468,51.54211,POINT (-0.189468 51.54211),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
242697,REDINGTON ROAD,Frognal,NW3 7SA,SIDE OF 22,35/18,56,Generic LED Lighting,Lighting Column,500,No,31/12/2021,525739,185896,-0.187584,51.557944,POINT (-0.187584 51.557944),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
244192,LOWER MERTON RISE,Primrose Hill,NW3 3DN,OPP NO 2,35/18,31,Generic LED Lighting,Lighting Column,600,No,31/12/2021,527275,184083,-0.166095,51.541306,POINT (-0.166095 51.541306),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
487,MAITLAND PARK ROAD,Haverstock,NW3 2HE,O/S 109-134,35/18,42,Generic LED Lighting,Lighting Column,600,No,10/02/1975,527980,184942,-0.155622,51.548867,POINT (-0.155622 51.548867),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
252746,AVENUE ROAD,Primrose Hill,NW8 6HT,OPP. NO. 75,35/18,56,Generic LED Lighting,Lighting Column,800,No,31/12/2021,526951,183854,-0.170847,51.539321,POINT (-0.170847 51.539321),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
248092,ST PANCRAS WAY,St Pancras and Somers Town,NW1 0DQ,OPP ANGLOSCOPE LTD,35/18,86,Generic LED Lighting,Lighting Column,800,No,31/12/2021,529440,183930,-0.134949,51.53944,POINT (-0.134949 51.53944),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
244662,HIGHGATE ROAD,Kentish Town North,NW5 1NS,BY FIRE STATION,35/18,60,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528911,185402,-0.142034,51.552789,POINT (-0.142034 51.552789),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
1255,PARKHILL ROAD,Haverstock,NW3 2YN,O/S NO 8,35/18,42,Generic LED Lighting,Lighting Column,800,No,31/08/2021,527770,184863,-0.158678,51.548204,POINT (-0.158678 51.548204),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
240683,GLASTONBURY STREET,Fortune Green,NW6 1QJ,O/S 1,35/18,42,Generic LED Lighting,Lighting Column,500,No,31/12/2021,524947,185034,-0.199309,51.550373,POINT (-0.199309 51.550373),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
1400,FLASK WALK,Hampstead Town,NW3 1HH,BY N.43,35/18,39,Generic LED Lighting,Lighting Column,300,Yes,31/10/2021,526512,185848,-0.176457,51.55734,POINT (-0.176457 51.55734),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
244835,LANGBOURNE AVENUE,Highgate,N6 6AJ,FRONT N 5,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,,528234,186571,-0.151367,51.563449,POINT (-0.151367 51.563449),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
249314,TAVITON STREET,Bloomsbury,WC1H 0PW,O/S NO 12,35/18,42,Generic LED Lighting,Lighting Column,600,No,24/11/2023,529735,182368,-0.131273,51.525334,POINT (-0.131273 51.525334),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
242802,WEST HEATH ROAD,Frognal,NW3 7NG,J/O BRANCH HILL R.H.S,35/18,167,Generic LED Lighting,Lighting Column,800,No,10/01/2000,526004,186270,-0.18363,51.561246,POINT (-0.18363 51.561246),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
259891,HATTON PLACE,Holborn and Covent Garden,EC1N 8RU,BY 15,35/18,29,Generic LED Lighting,Wall Light,,,24/11/2023,531355,181974,-0.108081,51.52142,POINT (-0.108081 51.52142),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
241621,GREVILLE ROAD,Kilburn,NW6 5JA,O/S 32,35/18,21,Generic LED Lighting,Lighting Column,600,No,31/12/2021,525843,183450,-0.186959,51.535938,POINT (-0.186959 51.535938),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
243984,ETON VILLAS,Haverstock,NW3 4AY,J/O ETON ROAD R.H.S,35/18,38,Generic LED Lighting,Lighting Column,600,Yes,10/02/1975,527820,184550,-0.158071,51.54538,POINT (-0.158071 51.54538),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
249725,CROMER STREET,Kings Cross,WC1H 8BS,NEAR JUNCTION WITH JUDD ST,35/18,41,Generic LED Lighting,Lighting Column,1000,No,10/02/1975,530207,182616,-0.124382,51.527455,POINT (-0.124382 51.527455),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
257720,GREENLAND PLACE,Camden Town,NW1 0AS,OPP GREENLAND INTERACTIVE,35/18,74,Generic LED Lighting,Wall Light,,,06/08/2021,528985,183845,-0.141538,51.53878,POINT (-0.141538 51.53878),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
245420,CLARENCE WAY,Camden Town,NW1 8TL,O/S CHURCH,35/18,39,Generic LED Lighting,Lighting Column,500,Yes,31/12/2021,528758,184410,-0.144602,51.543909,POINT (-0.144602 51.543909),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
249554,ARGYLE SQUARE,Kings Cross,WC1H 8AS,OPPOSITE NO. 10,35/18,30,LED Street Lights,Lighting Column,500,No,21/02/2017,530350,182823,-0.122245,51.529282,POINT (-0.122245 51.529282),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
262602,TOTTENHAM COURT ROAD,Bloomsbury,W1T 7PP,OUTSIDE 220,35/18,178,Generic LED Lighting,Lighting Column,1000,No,12/12/2023,529614,181733,-0.13325,51.519655,POINT (-0.13325 51.519655),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
244088,HAVERSTOCK HILL,Belsize,NW3 4QT,O/S 157,35/18,61,Generic LED Lighting,Lighting Column,800,Yes,,527392,185037,-0.164063,51.549854,POINT (-0.164063 51.549854),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
244420,BURGHLEY ROAD,Kentish Town North,NW5 1UG,S/O NO. 29,35/18,86,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528920,185602,-0.141831,51.554584,POINT (-0.141831 51.554584),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
244298,WINCHESTER ROAD,Primrose Hill,NW3 3EU,S/O NO 73 ETON AVENUE,35/18,42,Generic LED Lighting,Lighting Column,600,No,31/12/2021,526799,184373,-0.17285,51.54402,POINT (-0.17285 51.54402),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
245586,HOLMES ROAD,Kentish Town South,NW5 3AP,OPPOSITE COLLEGE,35/18,56,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528642,184973,-0.146068,51.548995,POINT (-0.146068 51.548995),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
497,HAVERSTOCK HILL,Haverstock,NW3 2BH,O/S NO 62,35/18,56,Generic LED Lighting,Lighting Column,800,Yes,25/07/2018,527991,184576,-0.155596,51.545575,POINT (-0.155596 51.545575),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
242926,CHRISTCHURCH PASSAGE,Hampstead Town,NW3 1JD,OPP CARNEGIE HOUSE,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,31/12/2021,526492,186034,-0.176678,51.559016,POINT (-0.176678 51.559016),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
249879,HASTINGS STREET,Bloomsbury,WC1H 9NP,OPP THANET ST.,35/18,42,Generic LED Lighting,Lighting Column,800,No,30/10/2023,530096,182679,-0.125958,51.528046,POINT (-0.125958 51.528046),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
259582,FLITCROFT STREET,Holborn and Covent Garden,WC2H 8DH,FRONT OF N 1-5,35/18,29,Generic LED Lighting,Wall Light,,,24/11/2023,529936,181232,-0.128796,51.515079,POINT (-0.128796 51.515079),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
251713,SAFFRON HILL,Holborn and Covent Garden,EC1N 8RU,O/S 83-85,35/18,29,Generic LED Lighting,Lighting Column,500,No,24/11/2023,531365,182009,-0.107924,51.521732,POINT (-0.107924 51.521732),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
240569,CREDITON HILL,West Hampstead,NW6 1HS,S/O NO. 39,35/18,39,Generic LED Lighting,Lighting Column,600,,,525631,185197,-0.189391,51.551686,POINT (-0.189391 51.551686),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
249910,JUDD STREET,Kings Cross,WC1H 8BU,BY 104-106,35/18,83,Generic LED Lighting,Lighting Column,1000,No,24/11/2023,530162,182668,-0.125011,51.527932,POINT (-0.125011 51.527932),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
20959,VALE OF HEALTH,Hampstead Town,NW3 1EB,2 ND FROM EAST HEATH ROAD,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,28/02/2022,526517,186288,-0.176227,51.561293,POINT (-0.176227 51.561293),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
249047,CHARLOTTE STREET,Bloomsbury,W1T 2NS,O/S NO 50-54,35/18,51,Generic LED Lighting,Lighting Column,800,No,24/11/2023,529423,181742,-0.135998,51.51978,POINT (-0.135998 51.51978),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
