LSOA Code,Total_Decayed_Score,Z-Score_Decayed
E01000167,120.07899513647982,-0.24263356501342015
E01000168,62.855049223529974,-0.34225974704093076
E01000169,82.72245351283708,-0.30767084191454147
E01000170,187.36954508886552,-0.12548154986777157
E01000171,368.35784031779303,0.18961683346908065
E01000172,80.51055977722304,-0.31152172154917934
E01000173,78.58174403430486,-0.3148797658999449
E01000174,208.43064480105448,-0.088814435775046
E01000175,71.2980580296572,-0.32756057314162174
E01000176,123.94711398459573,-0.23589921794387927
E01000177,117.46256629659749,-0.24718873526086646
E01000178,131.4696168400419,-0.22280263351890428
E01000179,116.46048908986482,-0.2489333392830259
E01000180,122.64424742043853,-0.2381674925168305
E01000181,328.47670566953735,0.12018427133897348
E01000182,191.26845380179435,-0.11869359802443336
E01000183,94.4405094262239,-0.28726985151077705
E01000184,184.63960847684535,-0.13023433574252438
E01000185,109.7122643200726,-0.2606819151379764
E01000186,66.01836730376718,-0.3367524493905374
E01000187,82.88218751040299,-0.3073927470005401
E01000188,230.22651362341796,-0.05086809774991641
E01000189,160.3674996363117,-0.17249177701050464
E01000190,82.32912027812203,-0.3083556302110144
E01000191,67.52862321725276,-0.3341231125256186
E01000192,359.89157114564955,0.17487716356024635
E01000193,673.9061924640697,0.7215727352071
E01000194,365.0728322895513,0.1838976751244027
E01000195,248.60076829409496,-0.01887874764069146
E01000196,357.4720565288369,0.17066481853951876
E01000197,143.8193563517907,-0.2013018897837297
E01000198,165.50061799477334,-0.16355508144031805
E01000199,93.33514535665856,-0.2891942766835659
E01000200,110.52531865186691,-0.25926639760304765
E01000201,103.37270144471509,-0.27171901568948326
E01000202,92.55859075251443,-0.2905462486441234
E01000203,266.991240672596,0.0131388372972572
E01000204,115.11643666207088,-0.25127331793513796
E01000205,106.337780987501,-0.2665568488807664
E01000206,142.57436457232473,-0.20346940507239075
E01000207,153.8795554392148,-0.1837872076078209
E01000208,149.54167228064162,-0.19133940853132078
E01000209,97.84686040955549,-0.28133943658218713
E01000210,108.41891388176661,-0.26293362225352634
E01000211,434.12947570316163,0.30412443714111154
E01000212,102.72264359174883,-0.27285075837088707
E01000213,76.20892610924663,-0.3190108125579226
E01000214,203.85270742841192,-0.0967845681159935
E01000215,133.72935625698676,-0.21886845514487605
E01000216,110.9315787655634,-0.2585591037701614
E01000217,76.26033829305139,-0.31892130458183937
E01000218,150.8961628897178,-0.18898125713470693
E01000219,191.44695015993335,-0.11838283807274712
E01000220,140.64698537078746,-0.2068249484223808
E01000221,435.2543487069956,0.3060828271271546
E01000222,143.3203236762753,-0.20217069949923241
E01000223,434.51664841188784,0.30479850003803793
E01000224,96.51859011596653,-0.2836519387338586
E01000225,72.96312124964896,-0.32466171867089794
E01000226,122.13645305015075,-0.23905155623455795
E01000227,85.2409998307863,-0.3032860839270651
E01000228,114.53029529198743,-0.2522937828104302
E01000229,109.72868216761438,-0.26065333186847967
E01000230,84.89904074298967,-0.30388143046920346
E01000231,137.4696551472753,-0.21235664104089874
E01000232,115.2922813649732,-0.2509671744824203
E01000233,157.45143618106556,-0.1775686074170981
E01000234,83.90237162364136,-0.30561661907811977
E01000235,191.70784282184476,-0.11792862717535868
E01000236,152.57145779199146,-0.18606458943168672
E01000237,360.06136644958895,0.175172775084195
E01000238,158.4016041865247,-0.17591437667228732
E01000239,213.59407228356832,-0.07982497239478017
E01000240,176.36910802444373,-0.1446331747317649
E01000241,132.95270387348046,-0.2202205973380936
E01000242,114.66762354773847,-0.25205469601579034
E01000243,314.1359922360528,0.09521726663255074
E01000244,388.60509926924846,0.22486706086382166
E01000245,368.19708442132276,0.18933695944172665
E01000246,75.320263066135,-0.3205579639240455
E01000247,88.66486897288182,-0.2973251701007504
E01000248,296.877882849214,0.06517111165681011
E01000249,60.40196501012498,-0.346530536314101
E01000250,412.8466430474764,0.267071288736389
E01000251,230.1272914358857,-0.051040842351123994
E01000252,112.99439850929265,-0.2549677601114886
E01000253,113.30296817536768,-0.2544305441395714
E01000254,91.38914776342199,-0.2925822344232123
E01000255,138.51184794236218,-0.21054219627560705
E01000256,95.97471832083372,-0.28459881280199706
E01000257,503.89873348223836,0.42559185195372107
E01000258,172.74024247543275,-0.1509509847669047
E01000259,170.4713438199705,-0.15490110926190043
E01000260,193.0641568509025,-0.11556730122711098
E01000261,72.68359717312504,-0.3251483666306735
E01000263,54.006606370545626,-0.3576647766009764
E01000264,436.17386169198187,0.3076836878604962
E01000265,135.23325651675555,-0.21625018339446467
E01000266,74.88100176455167,-0.3213227124168487
E01000267,66.67310045144636,-0.3356125670788674
E01000268,343.61389594370587,0.14653793237335
E01000269,72.78269509615203,-0.32497583837243255
E01000270,75.4718591477359,-0.3202940370210807
E01000271,109.61923943563441,-0.2608438703111521
E01000272,61.32229146584126,-0.3449282593382804
E01000273,154.02572430432627,-0.18353272942163465
E01000274,138.90443801017105,-0.20985870182352545
E01000275,82.64766217576823,-0.30780105270727914
E01000276,46.566186055061074,-0.3706184563391628
E01000277,97.26376389083033,-0.28235460040892657
E01000278,51.469276459274354,-0.362082236592091
E01000279,88.52526516634495,-0.297568218601162
E01000280,57.15455656055639,-0.35218423425738077
E01000281,359.6849554922005,0.17451744826323484
E01000282,100.24069362602921,-0.2771718025617946
E01000283,45.56310098074387,-0.3723648150463206
E01000284,152.9517991828908,-0.1854024197745999
E01000285,73.15727031509368,-0.3243237075494018
E01000286,108.9149669563451,-0.2620699999863999
E01000287,96.53458666310564,-0.2836240889431518
E01000288,73.0387184537078,-0.3245301048736985
E01000289,143.56880454763893,-0.20173809737566537
E01000290,120.13526658379737,-0.2425355971196657
E01000291,103.03644867915122,-0.2723044275951963
E01000292,117.53443972889357,-0.24706360450424641
E01000293,98.46813617524862,-0.2802578031587182
E01000294,267.2891389255473,0.013657474470921393
E01000295,121.4224456797219,-0.24029463423486816
E01000296,325.3046419651367,0.11466174766508672
E01000297,73.63341280257289,-0.3234947493681398
E01000298,253.04768451711848,-0.011136721500621076
E01000299,347.3217107741828,0.1529931921309929
E01000300,90.7918033362646,-0.2936222036822989
E01000301,72.63309111486734,-0.3252362970533872
E01000302,219.34381824439143,-0.06981473579599162
E01000303,71.03268997903027,-0.3280225756354075
E01000304,71.63644249906686,-0.3269714499658804
E01000305,330.3656266134882,0.1234728593381984
E01000306,70.92895160212382,-0.3282031828664545
E01000307,1214.8265313695242,1.663308354560505
E01000308,159.82843118154213,-0.17343028852248354
E01000309,130.3231302975297,-0.2247986524084469
E01000310,330.1717887792352,0.12313539006635753
E01000311,145.06616148661644,-0.19913121746581683
E01000312,167.49339486341248,-0.16008568156081188
E01000313,213.72120763542205,-0.07960363131974878
E01000314,249.845397347812,-0.016711863853072738
E01000315,198.63815561749374,-0.10586303831965094
E01000316,521.65254783341,0.45650102314095636
E01000317,107.3782142248119,-0.2647454674837986
E01000318,119.7837184738531,-0.24314763803075587
E01000319,73.41501861050928,-0.32387497095518974
E01000320,96.4904787115636,-0.2837008803412122
E01000321,212.3625017423938,-0.08196912147358404
E01000322,179.07270310691743,-0.1399262491341323
E01000323,640.0962577492155,0.662710057065954
E01000324,111.54503417874174,-0.2574910854836903
E01000325,48.95497393473809,-0.3664596061877272
E01000326,77.35004497225822,-0.3170241387319974
E01000327,86.52416030745684,-0.3010521174086821
E01000328,120.19987804737069,-0.2424231093607682
E01000329,141.3391768275988,-0.20561985165783614
E01000330,398.9498386155498,0.24287712411093765
E01000331,172.05239385472905,-0.1521485207075028
E01000332,85.93932932727851,-0.30207030091135784
E01000333,327.5935728859985,0.11864674808636272
E01000334,113.35136256362134,-0.2543462901082153
E01000335,470.01249384066296,0.36659632787897434
E01000336,241.70070124575787,-0.03089167902444096
E01000337,122.80905063551121,-0.23788057215785136
E01000338,124.29092586713917,-0.23530064570900405
E01000339,66.02736893490318,-0.33673677766207144
E01000340,62.04026482554477,-0.34367827659969863
E01000341,51.60494299674338,-0.3618460428284262
E01000342,57.37395342592808,-0.35180226702850365
E01000343,88.24957891198547,-0.29804818496001956
E01000344,87.2967972745025,-0.2997069660058556
E01000345,42.15212465947859,-0.37830328263104196
E01000346,56.6904524447104,-0.3529922337825328
E01000347,86.94833394617895,-0.30031363635029995
E01000348,42.21323911594284,-0.37819688311826666
E01000349,64.00036621618952,-0.3402657643232154
E01000350,104.36227205132225,-0.26999618550344734
E01000351,57.80653076989443,-0.3510491552232372
E01000352,224.54224622586725,-0.06076433697995658
E01000353,70.80605109934267,-0.32841715112163167
E01000354,76.84068664189384,-0.3179109252848734
E01000355,69.75366965841991,-0.33024933419329955
E01000356,440.29016490750604,0.3148501208438853
E01000357,47.820288588574684,-0.3684350793403964
E01000358,122.5590451447828,-0.23831582862487433
E01000359,84.95768305900084,-0.30377933492237885
E01000360,801.5896793370342,0.9438681065270728
E01000361,70.01550939281978,-0.3297934744544231
E01000362,979.4545314159351,1.2535286139738124
E01000363,81.75616126506162,-0.3093531447657831
E01000364,69.8856744050479,-0.33001951556219605
E01000365,208.78424135936694,-0.08819882854068423
E01000366,92.02346789293428,-0.29147789092368087
E01000367,185.3737735781789,-0.12895616338204144
E01000368,150.13973677174604,-0.1902981856498089
E01000369,109.77878073823693,-0.26056611087669845
E01000370,106.53814375845153,-0.2662080197748425
E01000371,55.81298495319653,-0.35451989383180255
E01000372,144.69904598516138,-0.19977036101297313
E01000373,122.86569124432376,-0.2377819615585003
E01000374,184.84283161800028,-0.12988052676745473
E01000375,169.25880066742013,-0.15701213189246074
E01000376,97.59626727725524,-0.2817757161259181
E01000377,120.15255831521839,-0.24250549242914435
E01000379,123.64807076699053,-0.2364198484868437
E01000380,117.0203738051974,-0.24795858691888462
E01000381,122.74671718384067,-0.23798909392620296
E01000382,81.4339335794297,-0.30991413918081173
E01000383,104.31679069718251,-0.27007536797844256
E01000384,82.18233324418684,-0.3086111846214767
E01000385,273.11788791737337,0.02380525436949212
E01000386,207.371830237502,-0.09065781883364049
E01000387,49.008839470138525,-0.3663658269568616
E01000388,78.32869869094907,-0.315320314712792
E01000389,125.16844454239231,-0.23377289654947736
E01000390,116.09130229662772,-0.24957608892355485
E01000391,86.85602134362078,-0.3004743514495327
E01000392,502.7473232010018,0.4235872608959614
E01000393,136.83753973908503,-0.2134571461478789
